## Fri Feb 17 08:44:46 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
bll4950	224911.27353215	6.45e-264	724.0	COG0252@1|root,COG0252@2|Bacteria,1MWIR@1224|Proteobacteria,2U1B3@28211|Alphaproteobacteria,3JT6S@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	EJ	Asparaginase	ansB	-	3.5.1.1,3.5.1.38	ko:K01424,ko:K05597	ko00220,ko00250,ko00460,ko00471,ko01100,ko01110,ko02020,map00220,map00250,map00460,map00471,map01100,map01110,map02020	-	R00256,R00485,R01579	RC00010,RC02798	ko00000,ko00001,ko01000	-	-	-	Asparaginase
bll4951	224911.27353216	2.01e-165	464.0	COG0330@1|root,COG0330@2|Bacteria,1MUM8@1224|Proteobacteria,2TRUY@28211|Alphaproteobacteria,3JQPQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	prohibitin homologues	-	-	-	-	-	-	-	-	-	-	-	-	Band_7
bll4952	224911.27353217	0.0	870.0	COG1030@1|root,COG1030@2|Bacteria,1MUJN@1224|Proteobacteria,2U0TP@28211|Alphaproteobacteria,3JT23@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	NfeD-like C-terminal, partner-binding	nfeD	-	-	ko:K07403	-	-	-	-	ko00000	-	-	-	NfeD
bsl4953	224911.27353218	2.09e-54	170.0	COG1942@1|root,COG1942@2|Bacteria,1NBW3@1224|Proteobacteria,2UHFK@28211|Alphaproteobacteria,3JZW0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Tautomerase enzyme	-	-	5.3.2.6	ko:K01821	ko00362,ko00621,ko00622,ko01100,ko01120,ko01220,map00362,map00621,map00622,map01100,map01120,map01220	M00569	R03966,R05389	RC01040,RC01355	ko00000,ko00001,ko00002,ko01000	-	-	-	Tautomerase
blr4954	224911.27353219	2.13e-228	629.0	COG4977@1|root,COG4977@2|Bacteria,1MXAU@1224|Proteobacteria,2VF3N@28211|Alphaproteobacteria,3JT8J@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
blr4955	224911.27353220	2.77e-114	327.0	COG3038@1|root,COG3038@2|Bacteria,1MWQJ@1224|Proteobacteria,2U6HC@28211|Alphaproteobacteria,3JYDV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	Evidence Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	ko:K12262	-	-	-	-	ko00000	-	-	-	Ni_hydr_CYTB
bsr4957	224911.27353222	7.89e-37	125.0	2E6AS@1|root,330YP@2|Bacteria,1NG1F@1224|Proteobacteria,2UH08@28211|Alphaproteobacteria,3K5TZ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	EF hand	-	-	-	-	-	-	-	-	-	-	-	-	EF-hand_1,EF-hand_5
bll4958	224911.27353223	1.41e-199	552.0	COG2071@1|root,COG2071@2|Bacteria,1MV8E@1224|Proteobacteria,2TSU3@28211|Alphaproteobacteria,3JTEG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Peptidase C26	puuD	-	-	ko:K07010	-	-	-	-	ko00000,ko01002	-	-	-	Peptidase_C26
blr4959	224911.27353224	1.09e-255	704.0	COG0628@1|root,COG0628@2|Bacteria,1MW0B@1224|Proteobacteria,2TQSH@28211|Alphaproteobacteria,3JUWT@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	AI-2E family transporter	-	-	-	-	-	-	-	-	-	-	-	-	AI-2E_transport
bsl4960	224911.27353225	1.16e-66	202.0	COG2329@1|root,COG2329@2|Bacteria,1N078@1224|Proteobacteria,2U99H@28211|Alphaproteobacteria,3JZCG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Antibiotic biosynthesis monooxygenase	MA20_36975	-	-	-	-	-	-	-	-	-	-	-	ABM
bll4961	224911.27353226	0.0	924.0	COG2199@1|root,COG3706@2|Bacteria,1MZV7@1224|Proteobacteria,2TRAF@28211|Alphaproteobacteria,3JR84@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Diguanylate cyclase	MA20_36965	-	-	-	-	-	-	-	-	-	-	-	GGDEF
bll4962	224911.27353227	2.04e-105	305.0	COG0103@1|root,COG0103@2|Bacteria,1RD4A@1224|Proteobacteria,2U5B5@28211|Alphaproteobacteria,3JR49@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Belongs to the universal ribosomal protein uS9 family	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
bll4963	1038866.KB902791_gene3264	8.75e-109	313.0	COG0102@1|root,COG0102@2|Bacteria,1RA11@1224|Proteobacteria,2U5FM@28211|Alphaproteobacteria,3JUX1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
bll4964	224911.27353229	4.46e-94	275.0	COG2050@1|root,COG2050@2|Bacteria,1MZRJ@1224|Proteobacteria,2U9BM@28211|Alphaproteobacteria,3JY5S@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Thioesterase superfamily	MA20_36950	-	-	-	-	-	-	-	-	-	-	-	4HBT
blr4965	224911.27353230	1.25e-209	580.0	COG1024@1|root,COG1024@2|Bacteria,1MUJ7@1224|Proteobacteria,2TTMB@28211|Alphaproteobacteria,3JRTP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	enoyl-CoA hydratase	MA20_36945	-	-	-	-	-	-	-	-	-	-	-	ECH_1
blr4966	224911.27353231	1.1e-161	452.0	COG1832@1|root,COG1832@2|Bacteria,1N03D@1224|Proteobacteria,2TUIY@28211|Alphaproteobacteria,3JQQK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	CoA binding domain	yccU	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K06929	-	-	-	-	ko00000	-	-	-	CoA_binding_2
blr4967	224911.27353232	2.76e-307	837.0	COG2873@1|root,COG2873@2|Bacteria,1NQME@1224|Proteobacteria,2TQW9@28211|Alphaproteobacteria,3JTRP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Beta-eliminating lyase	metY	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003961,GO:0004124,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006555,GO:0006563,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017144,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0050667,GO:0071265,GO:0071266,GO:0071268,GO:0071269,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.47,2.5.1.49	ko:K01738,ko:K01740	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R01287,R03601,R04859	RC00020,RC02814,RC02821,RC02848	ko00000,ko00001,ko00002,ko01000	-	-	-	Cys_Met_Meta_PP
bll4968	224911.27353233	6.29e-250	687.0	COG1612@1|root,COG1612@2|Bacteria,1MVJ4@1224|Proteobacteria,2TR0M@28211|Alphaproteobacteria,3JR20@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	O	Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group	ctaA	-	-	ko:K02259	ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714	M00154	R07412	RC00769	ko00000,ko00001,ko00002,ko03029	3.D.4.4	-	-	COX15-CtaA
bsr4969	224911.27353234	4.15e-46	148.0	2EFTF@1|root,339JI@2|Bacteria,1N78S@1224|Proteobacteria,2UG3X@28211|Alphaproteobacteria,3K0ZB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2842)	MA20_36920	-	-	-	-	-	-	-	-	-	-	-	DUF2842
bll4970	224911.27353235	1.04e-220	608.0	COG0726@1|root,COG0726@2|Bacteria,1MVVK@1224|Proteobacteria,2TV75@28211|Alphaproteobacteria,3JTJU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	G	polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_deac_1
blr4971	224911.27353236	0.0	936.0	COG5653@1|root,COG5653@2|Bacteria,1MVAR@1224|Proteobacteria,2TTKY@28211|Alphaproteobacteria,3JRH4@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_6
bll4972	224911.27353237	0.0	1341.0	COG0489@1|root,COG3206@1|root,COG0489@2|Bacteria,COG3206@2|Bacteria,1MVI9@1224|Proteobacteria,2TW0Q@28211|Alphaproteobacteria,3K6TC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	DM	Chain length determinant protein	-	-	-	-	-	-	-	-	-	-	-	-	AAA_31,Wzz
blr4973	224911.27353238	2.66e-271	742.0	COG0438@1|root,COG0438@2|Bacteria,1MVKK@1224|Proteobacteria,2TSHP@28211|Alphaproteobacteria,3JTSD@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	glycosyl transferase group 1	MA20_36900	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
blr4974	224911.27353239	0.0	1034.0	COG1086@1|root,COG2148@1|root,COG1086@2|Bacteria,COG2148@2|Bacteria,1MV6W@1224|Proteobacteria,2TRZA@28211|Alphaproteobacteria,3JSJ2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	CoA-binding domain	wcaJ	-	-	ko:K03606,ko:K20997	ko02025,ko05111,map02025,map05111	-	-	-	ko00000,ko00001	-	-	-	Bac_transf,CoA_binding_3
blr4975	224911.27353240	1.54e-289	792.0	COG3307@1|root,COG3307@2|Bacteria,1MWJM@1224|Proteobacteria,2TRG6@28211|Alphaproteobacteria,3JUWK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	-O-antigen	MA20_36890	-	-	-	-	-	-	-	-	-	-	-	Wzy_C
bll4976	224911.27353241	8.3e-117	335.0	COG1846@1|root,COG1846@2|Bacteria,1N6YD@1224|Proteobacteria,2U0SG@28211|Alphaproteobacteria,3JSZ7@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	MA20_36885	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
blr4977	224911.27353242	2.04e-297	810.0	COG0654@1|root,COG0654@2|Bacteria,1MWWT@1224|Proteobacteria,2TUGT@28211|Alphaproteobacteria,3JRKG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CH	FAD binding domain	MA20_36880	-	1.14.13.1,1.14.13.113,1.14.13.114	ko:K00480,ko:K14974,ko:K16839	ko00230,ko00621,ko00624,ko00626,ko00760,ko01100,ko01120,ko01220,map00230,map00621,map00624,map00626,map00760,map01100,map01120,map01220	M00546,M00622	R00818,R05632,R06915,R06936,R06939,R08764,R09514	RC00115,RC00389,RC02551	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
bll4978	224911.27353243	2e-285	779.0	COG3268@1|root,COG3268@2|Bacteria,1MVI3@1224|Proteobacteria,2TV1G@28211|Alphaproteobacteria,3JR52@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Saccharopine dehydrogenase NADP binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Sacchrp_dh_NADP
bll4979	224911.27353244	1.46e-191	531.0	COG2043@1|root,COG2043@2|Bacteria,1NR18@1224|Proteobacteria,2TVGP@28211|Alphaproteobacteria,3JU0D@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterised ArCR, COG2043	MA20_36865	-	-	-	-	-	-	-	-	-	-	-	DUF169
bll4980	224911.27353245	9.57e-213	588.0	COG1434@1|root,COG1434@2|Bacteria,1MVW8@1224|Proteobacteria,2U6XK@28211|Alphaproteobacteria,3JVS4@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	DUF218 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF218
blr4981	224911.27353246	9.85e-237	649.0	COG2421@1|root,COG2421@2|Bacteria,1MXKY@1224|Proteobacteria,2TSVA@28211|Alphaproteobacteria,3JSXD@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	Acetamidase/Formamidase family	MA20_36855	-	-	-	-	-	-	-	-	-	-	-	FmdA_AmdA
blr4982	224911.27353247	2.2e-134	380.0	COG5352@1|root,COG5352@2|Bacteria,1R3ZJ@1224|Proteobacteria,2TSMW@28211|Alphaproteobacteria,3JX9H@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	GcrA cell cycle regulator	-	-	-	ko:K13583	ko04112,map04112	-	-	-	ko00000,ko00001	-	-	-	GcrA
bll4983	224911.27353248	0.0	1010.0	COG3203@1|root,COG3203@2|Bacteria,1MXN6@1224|Proteobacteria,2TSH7@28211|Alphaproteobacteria,3JQSQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane	ropAch1	-	-	-	-	-	-	-	-	-	-	-	Porin_2
blr4984	224911.27353249	5e-130	369.0	COG1846@1|root,COG1846@2|Bacteria,1R3ZX@1224|Proteobacteria,2TR9P@28211|Alphaproteobacteria,3JV20@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	MA20_36835	-	-	-	-	-	-	-	-	-	-	-	MarR_2
bll4985	224911.27353250	8.61e-274	748.0	COG1073@1|root,COG1073@2|Bacteria,1MXJ3@1224|Proteobacteria,2TVHP@28211|Alphaproteobacteria,3JQQG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	hydrolases or acyltransferases, alpha beta hydrolase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DUF1100,Peptidase_S9
bll4986	224911.27353251	5.67e-232	638.0	COG4221@1|root,COG4221@2|Bacteria,1QTXD@1224|Proteobacteria,2TVH8@28211|Alphaproteobacteria,3JS6S@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	KR domain	MA20_36825	-	-	-	-	-	-	-	-	-	-	-	adh_short
bsl4987	224911.27353252	2.91e-55	172.0	COG0329@1|root,COG0329@2|Bacteria,1PE99@1224|Proteobacteria,2TSAK@28211|Alphaproteobacteria,3JWWX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	EM	Dihydrodipicolinate synthetase family	-	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
blr4988	224911.27353253	1.83e-81	241.0	2AR68@1|root,31GFV@2|Bacteria,1N0QQ@1224|Proteobacteria,2UE1A@28211|Alphaproteobacteria,3K0EB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_36815	-	-	-	-	-	-	-	-	-	-	-	-
bll4989	224911.27353254	3.42e-259	709.0	COG0657@1|root,COG0657@2|Bacteria,1RD8A@1224|Proteobacteria,2UAAU@28211|Alphaproteobacteria,3JU9G@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Steryl acetyl hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
blr4990	224911.27353255	2.9e-150	423.0	COG1309@1|root,COG1309@2|Bacteria,1R8KS@1224|Proteobacteria,2TSYV@28211|Alphaproteobacteria,3JURE@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
bll4991	224911.27353256	2.48e-152	429.0	COG0135@1|root,COG0135@2|Bacteria,1RA5Q@1224|Proteobacteria,2U5E8@28211|Alphaproteobacteria,3K0EV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	-	-	5.3.1.24	ko:K01817	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03509	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	PRAI
bll4992	224911.27353257	8.01e-174	485.0	COG2519@1|root,COG2519@2|Bacteria,1QWSF@1224|Proteobacteria,2TX3V@28211|Alphaproteobacteria,3JWB7@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25,PCMT
blr4993	224911.27353258	1.28e-117	335.0	COG1793@1|root,COG1793@2|Bacteria,1PUH3@1224|Proteobacteria,2U20Y@28211|Alphaproteobacteria,3JT3K@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	ATP dependent DNA ligase domain	-	-	-	-	-	-	-	-	-	-	-	-	DNA_ligase_A_M
blr4994	224911.27353259	6.77e-215	593.0	COG3637@1|root,COG3637@2|Bacteria,1MWEG@1224|Proteobacteria,2TSCB@28211|Alphaproteobacteria,3JTF0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	ko:K16079	-	-	-	-	ko00000,ko02000	1.B.4.2.1	-	-	OMP_b-brl
blr4995	224911.27353260	9.1e-65	197.0	2AMGC@1|root,31CBW@2|Bacteria,1Q8D4@1224|Proteobacteria,2VEJP@28211|Alphaproteobacteria,3K4FG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll4996	224911.27353261	4.05e-141	398.0	2A769@1|root,30W28@2|Bacteria,1RCR3@1224|Proteobacteria,2U5PW@28211|Alphaproteobacteria,3JYMK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Phasin_2
bll4997	224911.27353262	4.23e-289	789.0	COG3509@1|root,COG3509@2|Bacteria,1MXUI@1224|Proteobacteria,2TUS5@28211|Alphaproteobacteria,3JRUS@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Esterase PHB depolymerase	-	-	-	-	-	-	-	-	-	-	-	-	Esterase_phd
bll4998	224911.27353263	4.14e-175	488.0	COG3609@1|root,COG3609@2|Bacteria,1RHNZ@1224|Proteobacteria,2U6ZI@28211|Alphaproteobacteria,3JY95@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	copG family	-	-	-	-	-	-	-	-	-	-	-	-	-
bll4999	224911.27349960	1.24e-198	550.0	COG1484@1|root,COG1484@2|Bacteria,1MWQX@1224|Proteobacteria,2TRGY@28211|Alphaproteobacteria,3JS2N@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	IstB-like ATP binding protein	-	-	-	-	-	-	-	-	-	-	-	-	IstB_IS21
bll5000	224911.27349959	0.0	1037.0	COG4584@1|root,COG4584@2|Bacteria,1MW5J@1224|Proteobacteria,2TRKA@28211|Alphaproteobacteria,3JSZG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	COG4584 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	rve
bll5001	224911.27353266	1.12e-68	211.0	2E5FE@1|root,33073@2|Bacteria,1N6PF@1224|Proteobacteria,2UFMA@28211|Alphaproteobacteria,3K128@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	EF hand	-	-	-	-	-	-	-	-	-	-	-	-	EF-hand_1,EF-hand_5
bll5003	224911.27353268	7.12e-278	758.0	COG0582@1|root,COG0582@2|Bacteria,1MWBN@1224|Proteobacteria,2TUNW@28211|Alphaproteobacteria,3JW40@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
bll5004	224911.27353269	1.3e-206	572.0	2EMAH@1|root,33EZH@2|Bacteria,1NKYH@1224|Proteobacteria,2UJSH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr5005	224911.27353270	1.1e-108	313.0	2AMPU@1|root,31CK0@2|Bacteria,1P271@1224|Proteobacteria,2UU5D@28211|Alphaproteobacteria,3K4V8@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll5007	224911.27353272	5.03e-177	493.0	2EPMX@1|root,33H8J@2|Bacteria,1N8QC@1224|Proteobacteria,2UG03@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll5009	224911.27353274	2.22e-109	317.0	COG0717@1|root,COG0717@2|Bacteria,1PU4X@1224|Proteobacteria,2V5WQ@28211|Alphaproteobacteria,3JZHA@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	F	dUTPase	-	-	3.5.4.13	ko:K01494	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325	RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	dUTPase
bll5010	224911.27353275	1.32e-158	446.0	COG1961@1|root,COG1961@2|Bacteria,1R5CS@1224|Proteobacteria,2U18D@28211|Alphaproteobacteria,3JV86@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase
bll5011	224911.27353276	8.41e-173	481.0	COG1451@1|root,COG1451@2|Bacteria,1MXZU@1224|Proteobacteria,2UAV0@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Protein of unknown function DUF45	-	-	-	ko:K07043	-	-	-	-	ko00000	-	-	-	DUF45
bll5012	224911.27353277	0.0	2132.0	COG0610@1|root,COG0610@2|Bacteria,1MU96@1224|Proteobacteria,2TS9I@28211|Alphaproteobacteria,3K0U1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Subunit R is required for both nuclease and ATPase activities, but not for modification	hsdR	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DUF3387,HSDR_N,ResIII
bll5013	224911.27353278	1.28e-311	849.0	COG0732@1|root,COG0732@2|Bacteria,1PEMC@1224|Proteobacteria,2UD1I@28211|Alphaproteobacteria	28211|Alphaproteobacteria	V	type I restriction modification DNA specificity domain	-	-	3.1.21.3	ko:K01154	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Methylase_S
bll5014	224911.27353279	0.0	1715.0	COG0286@1|root,COG0286@2|Bacteria,1MW3A@1224|Proteobacteria,2TQQA@28211|Alphaproteobacteria,3JZM1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	V	HsdM N-terminal domain	hsdM	-	2.1.1.72	ko:K03427	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HsdM_N,N6_Mtase
bll5015	420324.KI912031_gene2676	8.18e-46	159.0	COG1675@1|root,COG1675@2|Bacteria,1MZ5R@1224|Proteobacteria,2UMKV@28211|Alphaproteobacteria,1JWSH@119045|Methylobacteriaceae	28211|Alphaproteobacteria	K	COG1961 Site-specific recombinases, DNA invertase Pin homologs	-	-	-	-	-	-	-	-	-	-	-	-	-
bll5016	224911.27353281	1.65e-139	394.0	2EBY0@1|root,335XC@2|Bacteria,1RGD9@1224|Proteobacteria,2U924@28211|Alphaproteobacteria,3JZ3Q@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll5017	224911.27353282	4.03e-307	835.0	COG5545@1|root,COG5545@2|Bacteria,1MVGK@1224|Proteobacteria,2U0ID@28211|Alphaproteobacteria,3JWBU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Virulence-associated protein E	-	-	-	-	-	-	-	-	-	-	-	-	Prim-Pol,Toprim_3,VirE
bll5018	224911.27353283	3.62e-131	372.0	COG0789@1|root,COG0789@2|Bacteria,1RGYB@1224|Proteobacteria,2U9A5@28211|Alphaproteobacteria,3JQMB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix, mercury resistance	merR	-	-	-	-	-	-	-	-	-	-	-	MerR_1
