,accession,start,end,strand,gene_name,gene_name_2,gene_product,COG,uniprot,operon,regulator
bll7689,BA000040.2,8432724,8434523,-,bll7689,AAV28_RS35505,NAD(P)/FAD-dependent oxidoreductase,Inorganic ion transport and metabolism,,Op5089,
bll7692,BA000040.2,8435123,8436178,-,bll7692,,,Lipid transport and metabolism,,-,
bll7693,BA000040.2,8436855,8438039,-,bll7693,AAV28_RS35520,transglycosylase SLT domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op5092,
bll7696,BA000040.2,8441419,8442180,-,fnrN,AAV28_RS35535,helix-turn-helix domain-containing protein,Transcription,,Op5095,
bll7697,BA000040.2,8442362,8443543,-,bll7697,AAV28_RS35540,tetratricopeptide repeat protein,Signal transduction mechanisms,Q89CU8,Op5096,
bll7701,BA000040.2,8446950,8447306,-,bll7701,AAV28_RS35555,hypothetical protein,No COG annotation,Q89CU4,Op5100,
bll7702,BA000040.2,8447733,8448755,-,bll7702,AAV28_RS35560,hypothetical protein,No COG annotation,,Op5101,
bll7704,BA000040.2,8450294,8450881,-,bll7704,AAV28_RS44785,DNA ligase,"Replication, recombination and repair",Q89CU1,Op5102,
bll7708,BA000040.2,8454247,8455284,-,bll7708,AAV28_RS35595,PAS domain S-box protein,Signal transduction mechanisms,,Op5109,
bll7709,BA000040.2,8455913,8456359,-,bll7709,,,No COG annotation,,-,
bll7710,BA000040.2,8456562,8457170,-,bll7710,AAV28_RS35610,cysteine hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",Q89CT5,Op5112,
bll7711,BA000040.2,8457173,8457973,-,bll7711,AAV28_RS35615,phosphatase PAP2 family protein,Lipid transport and metabolism,,Op5112,
bll7726,BA000040.2,8471511,8472161,-,bll7726,AAV28_RS35680,hypothetical protein,No COG annotation,,Op5126,
bll7728,BA000040.2,8472951,8473310,-,bll7728,AAV28_RS35690,response regulator,Transcription,Q89CR8,Op5127,
bll7733,BA000040.2,8476916,8477806,-,bll7733,AAV28_RS35710,LysR substrate-binding domain-containing protein,Transcription,Q89CR3,Op5130,
bll7735,BA000040.2,8478662,8479126,-,bll7735,AAV28_RS35720,GFA family protein,Function unknown,,Op5132,
bll7736,BA000040.2,8479140,8479772,-,bll7736,AAV28_RS35725,LysE family translocator,Amino acid transport and metabolism,Q89CR0,Op5133,
bll7739,BA000040.2,8484864,8485811,-,pldB,AAV28_RS35740,alpha/beta hydrolase,Lipid transport and metabolism,Q89CQ7,Op5136,
bll7742,BA000040.2,8487548,8488852,-,bll7742,,,Function unknown,,-,
bll7745,BA000040.2,8495325,8497067,-,bll7745,AAV28_RS35770,outer membrane beta-barrel protein,Function unknown,Q89CQ1,Op5141,
bll7747,BA000040.2,8498364,8498915,-,bll7747,AAV28_RS35780,carboxymuconolactone decarboxylase family protein,Function unknown,Q89CP9,Op5143,
bll7749,BA000040.2,8499498,8499941,-,bll7749,AAV28_RS35790,NfeD family protein,"Post-translational modification, protein turnover, and chaperones",Q89CP7,Op5145,
bll7750,BA000040.2,8500003,8501007,-,bll7750,AAV28_RS35795,SPFH/Band 7/PHB domain protein,"Post-translational modification, protein turnover, and chaperones",Q89CP6,Op5146,
bll7751,BA000040.2,8501238,8502242,-,bll7751,AAV28_RS35800,ABC transporter substrate-binding protein,Function unknown,,Op5147,
bll7752,BA000040.2,8502242,8503279,-,hemH,hemH,ferrochelatase,Coenzyme transport and metabolism,P28602,Op5147,
bll7754,BA000040.2,8503885,8505003,-,bll7754,AAV28_RS35815,nickel/cobalt transporter,Inorganic ion transport and metabolism,,Op5149,
bll7755,BA000040.2,8504994,8505632,-,bll7755,AAV28_RS35820,DUF1007 family protein,Function unknown,Q89CP2,Op5149,
bll7756,BA000040.2,8505632,8507713,-,dcp,AAV28_RS35825,M3 family metallopeptidase,Amino acid transport and metabolism,Q89CP1,Op5149,
bll7763,BA000040.2,8512801,8513553,-,bll7763,AAV28_RS35855,acetoacetate decarboxylase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op5155,
bll7765,BA000040.2,8514050,8514661,-,bll7765,AAV28_RS35865,hypothetical protein,No COG annotation,,Op5157,
bll7766,BA000040.2,8514666,8515382,-,bll7766,AAV28_RS35870,MgtC/SapB family protein,Function unknown,Q89CN1,Op5158,
bll7767,BA000040.2,8515413,8516435,-,bll7767,AAV28_RS35875,WD40 repeat domain-containing protein,Function unknown,,Op5158,Zur
bll7768,BA000040.2,8516432,8517478,-,bll7768,AAV28_RS35880,GTP-binding protein,Function unknown,Q89CM9,Op5158,Zur
bll7769,BA000040.2,8517533,8518405,-,bll7769,AAV28_RS35885,metal ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op5159,Zur
bll7770,BA000040.2,8518402,8519271,-,bll7770,AAV28_RS35890,metal ABC transporter permease,Inorganic ion transport and metabolism,Q89CM7,Op5159,Zur
bll7771,BA000040.2,8519278,8520039,-,bll7771,AAV28_RS35895,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op5159,Zur
bll7772,BA000040.2,8520316,8520732,-,bll7772,AAV28_RS35905,hypothetical protein,Function unknown,,Op5160,
bll7773,BA000040.2,8520813,8521478,-,bll7773,AAV28_RS35910,permease,Function unknown,,Op5160,
bll7774,BA000040.2,8521670,8522311,-,sodF,AAV28_RS35915,superoxide dismutase,Inorganic ion transport and metabolism,,Op5161,
bll7778,BA000040.2,8525039,8526184,-,bll7778,AAV28_RS35935,DUF3095 domain-containing protein,Function unknown,Q89CL9,Op5165,
bll7782,BA000040.2,8527134,8527856,-,bll7782,AAV28_RS35950,SDR family NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,Q89CL5,Op5168,
bll7783,BA000040.2,8527849,8529306,-,bll7783,AAV28_RS35955,fatty acid--CoA ligase family protein,Lipid transport and metabolism,,Op5168,
bll7785,BA000040.2,8529617,8531431,-,bll7785,AAV28_RS35965,long-chain-acyl-CoA synthetase,Lipid transport and metabolism,Q89CL2,Op5169,
bll7787,BA000040.2,8532680,8533171,-,bll7787,AAV28_RS35975,hypothetical protein,No COG annotation,Q89CL0,Op5171,FixK2
bll7789,BA000040.2,8534059,8535936,-,htpG,htpG,molecular chaperone HtpG,"Post-translational modification, protein turnover, and chaperones",Q89CK8,Op5173,
bll7790,BA000040.2,8536072,8536488,-,bll7790,AAV28_RS35995,hypothetical protein,No COG annotation,Q89CK7,Op5174,PhyR
bll7792,BA000040.2,8539008,8542637,-,bll7792,AAV28_RS36005,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q89CK5,Op5176,
bll7793,BA000040.2,8543163,8543804,-,bll7793,AAV28_RS36010,nuclear transport factor 2 family protein,Function unknown,,Op5177,
bll7795,BA000040.2,8544807,8545628,-,phyR,AAV28_RS36020,response regulator,Signal transduction mechanisms,,Op5179,PhyR
bll7798,BA000040.2,8546718,8547416,-,bll7798,AAV28_RS36035,nitroreductase,Energy production and conversion,Q89CJ9,Op5181,
bll7799,BA000040.2,8547541,8548785,-,bll7799,AAV28_RS36040,acyl-CoA dehydrogenase,Lipid transport and metabolism,Q89CJ8,Op5182,
bll7800,BA000040.2,8548924,8550171,-,bll7800,AAV28_RS36045,acyl-CoA dehydrogenase,Lipid transport and metabolism,Q89CJ7,Op5182,
bll7801,BA000040.2,8550291,8551418,-,bll7801,AAV28_RS36050,acyl-CoA/acyl-ACP dehydrogenase,Lipid transport and metabolism,Q89CJ6,Op5182,
bll7802,BA000040.2,8551574,8553445,-,bll7802,AAV28_RS36055,AMP-binding protein,Lipid transport and metabolism,Q89CJ5,Op5183,
bll7803,BA000040.2,8553489,8554295,-,bll7803,AAV28_RS36060,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Q89CJ4,Op5184,
bll7804,BA000040.2,8554492,8555250,-,bll7804,AAV28_RS36065,SDR family NAD(P)-dependent oxidoreductase,Lipid transport and metabolism,Q89CJ3,Op5185,
bll7805,BA000040.2,8555305,8556063,-,bll7805,AAV28_RS36070,TetR family transcriptional regulator,Transcription,,Op5186,
bll7808,BA000040.2,8559073,8559615,-,bll7808,AAV28_RS36085,methylated-DNA--[protein]-cysteine S-methyltransferase,"Replication, recombination and repair",Q89CI9,Op5188,
bll7811,BA000040.2,8561451,8561909,-,bll7811,AAV28_RS36100,carboxymuconolactone decarboxylase family protein,Function unknown,Q89CI6,Op5190,
bll7817,BA000040.2,8567718,8568860,-,pimD,pimD,pimeloyl-CoA dehydrogenase small subunit,Lipid transport and metabolism,Q89CI0,Op5196,
bll7818,BA000040.2,8568992,8570182,-,pimC,pimC,pimeloyl-CoA dehydrogenase large subunit,Lipid transport and metabolism,Q89CH9,Op5196,
bll7819,BA000040.2,8570325,8571452,-,bll7819,AAV28_RS36140,acetyl-CoA C-acyltransferase,Lipid transport and metabolism,,Op5197,
bll7820,BA000040.2,8571509,8573191,-,pimA,pimA,dicarboxylate--CoA ligase PimA,Lipid transport and metabolism,Q89CH7,Op5197,
bll7821,BA000040.2,8573337,8575433,-,bll7821,AAV28_RS36150,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,Lipid transport and metabolism,Q89CH6,Op5198,
bll7831,BA000040.2,8585827,8586360,-,bll7831,AAV28_RS36200,MarR family transcriptional regulator,Transcription,Q89CG6,Op5204,
bll7835,BA000040.2,8590237,8590860,-,bll7835,AAV28_RS36220,pyridoxamine 5'-phosphate oxidase family protein,Function unknown,Q89CG2,Op5206,
bll7837,BA000040.2,8591953,8592372,-,bll7837,AAV28_RS36230,PaaI family thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",Q89CG0,Op5208,
bll7838,BA000040.2,8592600,8593769,-,pobA,pobA,4-hydroxybenzoate 3-monooxygenase,Energy production and conversion,Q89CF9,Op1192,
bll7849,BA000040.2,8604156,8604884,-,bll7849,AAV28_RS36290,glutathione S-transferase family protein,"Post-translational modification, protein turnover, and chaperones",Q89CE8,Op5216,
bll7854,BA000040.2,8606948,8607364,-,bll7854,AAV28_RS36315,DUF3307 domain-containing protein,Function unknown,,Op5219,
bll7858,BA000040.2,8611587,8612015,-,bll7858,AAV28_RS36340,DUF6157 family protein,No COG annotation,,Op5223,
bll7859,BA000040.2,8612033,8612677,-,bll7859,AAV28_RS36345,glutathione S-transferase family protein,"Post-translational modification, protein turnover, and chaperones",Q89CD8,Op5223,
bll7861,BA000040.2,8614172,8615119,-,bll7861,AAV28_RS36360,fatty acid desaturase,Lipid transport and metabolism,Q89CD6,Op5226,
bll7862,BA000040.2,8615135,8616205,-,bll7862,AAV28_RS36365,alpha/beta fold hydrolase,Amino acid transport and metabolism,,Op5226,
bll7863,BA000040.2,8616309,8617112,-,bll7863,AAV28_RS36370,hypothetical protein,Function unknown,Q89CD4,Op5227,
bll7864,BA000040.2,8617201,8618814,-,bll7864,AAV28_RS36375,acyl-CoA synthetase,Lipid transport and metabolism,Q89CD3,Op5228,
bll7875,BA000040.2,8633181,8633702,-,bll7875,AAV28_RS36430,DUF2059 domain-containing protein,Function unknown,,Op5234,
bll7876,BA000040.2,8633710,8634915,-,bll7876,AAV28_RS36435,OpgC domain-containing protein,Function unknown,Q89CC1,Op5234,
bll7877,BA000040.2,8635256,8638312,-,bll7877,AAV28_RS36440,AAA family ATPase,Signal transduction mechanisms,Q89CC0,Op5235,
bll7880,BA000040.2,8640479,8641231,-,bll7880,AAV28_RS36455,glucose 1-dehydrogenase,Lipid transport and metabolism,Q89CB7,Op5238,
bll7882,BA000040.2,8641648,8644611,-,bll7882,,,"Secondary metabolites biosynthesis, transport, and catabolism",,-,
bll7886,BA000040.2,8648890,8649651,-,bll7886,AAV28_RS36490,SDR family oxidoreductase,Lipid transport and metabolism,Q89CB1,Op5244,
bll7889,BA000040.2,8651316,8651891,-,bll7889,AAV28_RS36505,DUF3775 domain-containing protein,Function unknown,,Op5247,
bll7898,BA000040.2,8660038,8661126,-,bll7898,AAV28_RS36550,Zn-dependent alcohol dehydrogenase,Energy production and conversion,Q89C99,Op5254,
bll7899,BA000040.2,8661171,8662955,-,bll7899,AAV28_RS36555,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q89C98,Op5255,
bll7902,BA000040.2,8665084,8665707,-,bll7902,AAV28_RS36570,GNAT family N-acetyltransferase,Transcription,Q89C95,Op5258,
bll7906,BA000040.2,8668580,8668993,-,bll7906,AAV28_RS36590,Rieske (2Fe-2S) protein,Inorganic ion transport and metabolism,Q89C91,Op5262,
bll7907,BA000040.2,8668993,8670102,-,bll7907,AAV28_RS36595,amidohydrolase,Inorganic ion transport and metabolism,Q89C90,Op5262,
bll7908,BA000040.2,8670126,8671211,-,bll7908,AAV28_RS36600,amidohydrolase,Function unknown,,Op5262,
bll7910,BA000040.2,8672022,8672384,-,bll7910,AAV28_RS36610,DUF1488 family protein,Function unknown,,Op5264,
bll7911,BA000040.2,8672433,8673047,-,bll7911,AAV28_RS36615,tetratricopeptide repeat protein,Function unknown,Q89C86,Op5265,
bll7912,BA000040.2,8673168,8674700,-,amn,AAV28_RS36620,AMP nucleosidase,Nucleotide transport and metabolism,,Op5266,
bll7913,BA000040.2,8674743,8676113,-,bll7913,AAV28_RS36625,HlyD family type I secretion periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,,Op5267,
bll7914,BA000040.2,8676088,8677836,-,bll7914,AAV28_RS36630,type I secretion system permease/ATPase,Defense mechanisms,Q89C83,Op5267,
bll7916,BA000040.2,8678831,8679805,-,bll7916,AAV28_RS36640,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q89C81,Op5269,
bll7917,BA000040.2,8679802,8681217,-,bll7917,AAV28_RS36645,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,"Translation, ribosomal structure and biogenesis",Q89C80,Op5269,
bll7918,BA000040.2,8681408,8682442,-,bll7918,AAV28_RS36655,ATP-binding cassette domain-containing protein,Amino acid transport and metabolism,,Op5269,
bll7919,BA000040.2,8682473,8683375,-,bll7919,AAV28_RS36660,ABC transporter permease,Amino acid transport and metabolism,Q89C78,Op5269,
bll7920,BA000040.2,8683379,8684332,-,bll7920,AAV28_RS36665,ABC transporter permease,Amino acid transport and metabolism,Q89C77,Op5269,
bll7921,BA000040.2,8684529,8686322,-,bll7921,AAV28_RS36670,ABC transporter substrate-binding protein,Amino acid transport and metabolism,,Op5270,
bll7923,BA000040.2,8688181,8690412,-,bll7923,AAV28_RS36680,adenylate/guanylate cyclase domain-containing protein,Signal transduction mechanisms,Q89C74,Op5272,
bll7924,BA000040.2,8690537,8698741,-,bll7924,AAV28_RS36685,FecR domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op5273,
bll7927,BA000040.2,8701644,8702888,-,bll7927,AAV28_RS36700,ABC transporter substrate-binding protein,Amino acid transport and metabolism,,Op5276,
bll7928,BA000040.2,8702943,8704781,-,bll7928,AAV28_RS36705,AMP-dependent synthetase/ligase,Lipid transport and metabolism,Q89C69,Op5277,
bll7929,BA000040.2,8704876,8705664,-,bll7929,AAV28_RS36710,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q89C68,Op5278,
bll7930,BA000040.2,8705669,8706427,-,bll7930,AAV28_RS36715,ABC transporter ATP-binding protein,Amino acid transport and metabolism,Q89C67,Op5278,
bll7931,BA000040.2,8706424,8707575,-,bll7931,AAV28_RS36720,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,Q89C66,Op5278,
bll7932,BA000040.2,8707581,8708456,-,bll7932,AAV28_RS36725,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,Q89C65,Op5278,
bll7938,BA000040.2,8713911,8714435,-,bll7938,AAV28_RS36755,cupin domain-containing protein,Function unknown,,Op5283,
bll7941,BA000040.2,8716751,8718007,-,bll7941,AAV28_RS36770,aminopeptidase,Amino acid transport and metabolism,Q89C57,Op5286,
bll7942,BA000040.2,8718121,8719482,-,pcaB,pcaB,3-carboxy-cis%2Ccis-muconate cycloisomerase,Nucleotide transport and metabolism,Q89C56,Op5287,
bll7944,BA000040.2,8721614,8722462,-,phnE,phnE,phosphonate ABC transporter%2C permease protein PhnE,Inorganic ion transport and metabolism,Q89C54,Op5289,
bll7945,BA000040.2,8722459,8723343,-,phnE,phnE,phosphonate ABC transporter%2C permease protein PhnE,Inorganic ion transport and metabolism,Q89C53,Op5289,
bll7946,BA000040.2,8723419,8724354,-,phnD,phnD,phosphonate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Q89C52,Op5289,
bll7947,BA000040.2,8724419,8725228,-,phnC,phnC,phosphonate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q89C51,Op5289,
bll7951,BA000040.2,8727972,8728565,-,bll7951,AAV28_RS36820,hypothetical protein,No COG annotation,,Op5291,
bll7952,BA000040.2,8728649,8730049,-,bll7952,AAV28_RS36825,selenium-binding family protein,Function unknown,Q89C46,Op5291,
bll7953,BA000040.2,8730425,8731420,-,bll7953,AAV28_RS36830,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,,Op5292,
bll7954,BA000040.2,8731491,8733614,-,bll7954,AAV28_RS36835,methyl-accepting chemotaxis protein,Cell motility,,Op5293,
bll7955,BA000040.2,8733696,8734466,-,bll7955,AAV28_RS36840,enoyl-CoA hydratase,Lipid transport and metabolism,Q89C43,Op5294,
bll7956,BA000040.2,8734479,8734952,-,bll7956,AAV28_RS36845,MarR family winged helix-turn-helix transcriptional regulator,Transcription,Q89C42,Op5294,
bll7957,BA000040.2,8735004,8735657,-,bll7957,AAV28_RS36850,TetR/AcrR family transcriptional regulator,Transcription,Q89C41,Op5295,
bll7960,BA000040.2,8738576,8739055,-,bll7960,AAV28_RS36865,host attachment family protein,Cell motility,,Op5297,
bll7962,BA000040.2,8739856,8741526,-,bll7962,AAV28_RS36875,tannase/feruloyl esterase family alpha/beta hydrolase,Function unknown,,Op5299,
bll7963,BA000040.2,8741616,8743070,-,bll7963,AAV28_RS36880,GntP family permease,Amino acid transport and metabolism,Q89C35,Op5300,
bll7964,BA000040.2,8743074,8744102,-,bll7964,AAV28_RS36885,patatin-like phospholipase family protein,Function unknown,,Op5300,
bll7965,BA000040.2,8744205,8745503,-,serA,serA,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,,Op5301,
bll7966,BA000040.2,8745747,8747006,-,bll7966,AAV28_RS36895,rhodanese-like domain-containing protein,Inorganic ion transport and metabolism,,Op5302,
bll7967,BA000040.2,8747055,8748251,-,bll7967,AAV28_RS36900,PepSY domain-containing protein,Function unknown,Q89C31,Op5303,Irr
bll7968,BA000040.2,8748254,8750575,-,bll7968,AAV28_RS36905,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Q89C30,Op5303,Irr
bll7969,BA000040.2,8750789,8751676,-,bll7969,AAV28_RS36910,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,,Op5304,
bll7976,BA000040.2,8758368,8759000,-,bll7976,AAV28_RS36940,DUF2865 domain-containing protein,Function unknown,,Op5309,
bll7981,BA000040.2,8762725,8763768,-,bll7981,AAV28_RS36960,zinc-binding dehydrogenase,Energy production and conversion,Q89C17,Op5314,FixK2
bll7982,BA000040.2,8763782,8764468,-,bll7982,AAV28_RS36965,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op5314,FixK2
bll7983,BA000040.2,8764725,8765414,-,bll7983,AAV28_RS36970,glutathione S-transferase,"Post-translational modification, protein turnover, and chaperones",,Op5315,
bll7986,BA000040.2,8768717,8769955,-,bll7986,AAV28_RS36985,HlyD family efflux transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,Q89C12,Op5318,FixK2
bll7987,BA000040.2,8769958,8772321,-,bll7987,AAV28_RS36990,FtsX-like permease family protein,Defense mechanisms,,Op5318,FixK2
bll7988,BA000040.2,8772326,8773033,-,bll7988,AAV28_RS36995,ABC transporter ATP-binding protein,Defense mechanisms,Q89C10,Op5318,FixK2
bll7989,BA000040.2,8773140,8774333,-,mat,AAV28_RS37000,methionine adenosyltransferase,Amino acid transport and metabolism,Q89C09,Op5319,FixK2
bll7990,BA000040.2,8774391,8774864,-,bll7990,AAV28_RS37005,hypothetical protein,No COG annotation,,Op5320,FixK2
bll7991,BA000040.2,8774857,8775534,-,bll7991,AAV28_RS37010,isoprenylcysteine carboxylmethyltransferase family protein,"Post-translational modification, protein turnover, and chaperones",,Op5320,FixK2
bll7993,BA000040.2,8775872,8776597,-,bll7993,AAV28_RS37020,Spy/CpxP family protein refolding chaperone,Function unknown,,Op5321,FixK2
bll7994,BA000040.2,8776654,8777298,-,bll7994,,,No COG annotation,,-,
bll7996,BA000040.2,8782764,8783681,-,bll7996,AAV28_RS37040,hypothetical protein,No COG annotation,,Op5324,
bll7999,BA000040.2,8787196,8787999,-,bll7999,AAV28_RS37060,substrate-binding domain-containing protein,Inorganic ion transport and metabolism,Q89BZ9,Op5328,
bll8001,BA000040.2,8791266,8792012,-,bll8001,AAV28_RS37070,hypothetical protein,No COG annotation,Q89BZ7,Op5330,
